IR,Red
67421,70381
67401,70388
67437,70389
67413,70413
67415,70363
67452,70388
67443,70418
67423,70397
67432,70402
67444,70417
67412,70432
67423,70386
67466,70390
67420,70401
67429,70401
67450,70420
67418,70440
67433,70415
67448,70421
67440,70443
67426,70405
67452,70424
67439,70465
67446,70415
67455,70450
67434,70459
67454,70436
67462,70432
67444,70457
67443,70432
67470,70447
67455,70471
67451,70452
67449,70426
67441,70445
67437,70402
67445,70390
67447,70392
67424,70357
67447,70390
67420,70408
67432,70374
67445,70373
67436,70395
67413,70371
67445,70355
67433,70394
67422,70352
67429,70372
67457,70368
67429,70363
67421,70362
67456,70384
67425,70351
67443,70351
67458,70398
67417,70369
67412,70384
67456,70377
67433,70374
67411,70334
67452,70372
67415,70395
67433,70367
67471,70391
67450,70407
67434,70369
67448,70361
67417,70403
67429,70372
67459,70386
67458,70389
67435,70368
67450,70370
67424,70411
67426,70389
67459,70389
67445,70421
67442,70383
67477,70390
67440,70435
67433,70395
67465,70397
67461,70393
67460,70392
67472,70405
67456,70430
67455,70426
67475,70413
67465,70442
67460,70410
67463,70410
67471,70433
67462,70445
67478,70424
67494,70472
67461,70453
67479,70437
67504,70467
67471,70447
67480,70434
67489,70467
67469,70484
67487,70436
67519,70487
67498,70469
67491,70440
67505,70472
67487,70485
67483,70481
67481,70481
67522,70492
67486,70499
67495,70489
67524,70489
67499,70497
67521,70498
67500,70513
67490,70472
67519,70479
67513,70505
67493,70478
67515,70462
67515,70434
67483,70429
67497,70414
67486,70432
67497,70435
67489,70407
67488,70409
67457,70424
67473,70403
67513,70416
67465,70440
67477,70400
67507,70421
67487,70427
67473,70422
67485,70405
67500,70412
67459,70401
67467,70378
67500,70418
67467,70407
67480,70409
67498,70417
67494,70442
67468,70394
67500,70427
67473,70424
67494,70422
67530,70427
67490,70442
67482,70405
67498,70400
67484,70434
67507,70400
67503,70417
67489,70423
67484,70414
67485,70410
67489,70456
67486,70408
67499,70429
67505,70417
67494,70439
67489,70451
67537,70455
67485,70449
67506,70436
67531,70466
67516,70457
67504,70457
67523,70471
67514,70449
67519,70449
67541,70472
67489,70475
67512,70444
67543,70452
67494,70484
67513,70485
67552,70484
67520,70494
67530,70497
67558,70497
67518,70529
67521,70470
67552,70488
67521,70510
67538,70503
67566,70511
67551,70510
67530,70515
67558,70510
67551,70536
67526,70517
67549,70530
67558,70565
67552,70555
67562,70538
67583,70553
67551,70523
67580,70527
67574,70550
67559,70550
67581,70549
67600,70557
67574,70565
67575,70572
67590,70566
67554,70564
67551,70522
67581,70532
67557,70531
67542,70495
67566,70522
67551,70459
67554,70494
67546,70500
67557,70485
67556,70464
67572,70482
67535,70492
67537,70451
67564,70485
67528,70472
67527,70449
67560,70475
67540,70478
67546,70456
67556,70475
67554,70480
67549,70472
67560,70467
67566,70470
67540,70498
67549,70474
67578,70485
67556,70492
67554,70484
67565,70465
67514,70495
67556,70480
67575,70493
67518,70493
67554,70456
67567,70473
67578,70504
67557,70472
67575,70495
67563,70515
67550,70488
67566,70496
67570,70495
67555,70509
67562,70495
67581,70498
67554,70523
67558,70475
67601,70504
67550,70523
67574,70497
67590,70508
67562,70544
67566,70516
67588,70515
67588,70568
67569,70493
67590,70530
67590,70566
67567,70532
67587,70531
67588,70561
67575,70532
67598,70537
67613,70561
67586,70564
67593,70551
67631,70580
67617,70576
67597,70572
67601,70588
67622,70585
67608,70568
67641,70578
67591,70602
67609,70561
67607,70610
67609,70600
67606,70589
67648,70603
67618,70641
67610,70613
67642,70603
67629,70659
67612,70593
67653,70608
67625,70656
67620,70619
67636,70631
67643,70638
67613,70614
67635,70604
67642,70586
67630,70589
67602,70566
67618,70574
67614,70559
67608,70544
67634,70560
67601,70547
67617,70563
67632,70540
67590,70571
67607,70552
67635,70569
67590,70549
67612,70535
67639,70577
67598,70561
67615,70547
67646,70576
67607,70547
67618,70565
67631,70548
67603,70597
67599,70557
67634,70554
67615,70579
67620,70558
67637,70556
67627,70575
67610,70567
67635,70563
67637,70592
67635,70571
67643,70574
67623,70593
67639,70563
67689,70579
67649,70603
67658,70574
67662,70589
67673,70617
67672,70589
67705,70599
67691,70622
67689,70615
67707,70626
67693,70650
67701,70614
67724,70641
67741,70656
67704,70649
67740,70646
67753,70679
67731,70668
67722,70673
67742,70673
67736,70676
67749,70670
67779,70697
67742,70709
67742,70692
67792,70704
67729,70711
67777,70695
67772,70715
67747,70739
67758,70716
67784,70706
67772,70742
67746,70682
67772,70684
67739,70701
67753,70654
67768,70659
67754,70668
67738,70637
67756,70630
67762,70681
67730,70635
67748,70633
67733,70645
67721,70644
67747,70643
67724,70636
67699,70626
67690,70642
67712,70656
67690,70627
67707,70617
67753,70628
67698,70655
67695,70636
67730,70606
67702,70658
67723,70626
67743,70621
67722,70660
67729,70624
67734,70654
67726,70663
67724,70640
67744,70660
67736,70669
67741,70637
67764,70652
67751,70680
67719,70639
67754,70676
67739,70688
67752,70653
67756,70656
67750,70680
67744,70684
67765,70677
67776,70703
67742,70694
67758,70685
67776,70687
67746,70718
67745,70694
67770,70695
67756,70708
67756,70685
67797,70706
67761,70717
67763,70720
67782,70730
67749,70726
67761,70700
67779,70689
67749,70711
67766,70710
67764,70746
67771,70715
67765,70708
67804,70741
67758,70741
67778,70742
67788,70734
67764,70764
67775,70754
67801,70747
67802,70765
67786,70773
67807,70766
67797,70773
67783,70756
67787,70780
67818,70773
67789,70769
67776,70772
67815,70785
67796,70785
67800,70763
67834,70806
67782,70807
67789,70786
67818,70813
67791,70795
67808,70809
67826,70808
67804,70845
67800,70810
67824,70808
67803,70827
67817,70816
67832,70828
67813,70851
67835,70835
67820,70842
67809,70876
67817,70817
67858,70827
67817,70843
67795,70770
67803,70793
67804,70795
67780,70759
67793,70751
67768,70777
67795,70730
67788,70719
67789,70757
67786,70700
67796,70728
67785,70727
67786,70695
67769,70731
67779,70753
67755,70720
67768,70715
67777,70743
67768,70699
67777,70709
67765,70728
67761,70718
67771,70724
67760,70729
67764,70715
67783,70717
67773,70743
67762,70735
67776,70706
67787,70750
67738,70724
67760,70740
67779,70734
67740,70722
67753,70720
67757,70714
67734,70744
67753,70711
67768,70737
67745,70764
67749,70691
67773,70717
67750,70761
67758,70728
67757,70734
67776,70754
67760,70729
67778,70738
67760,70770
67777,70739
67774,70733
67776,70752
67756,70722
67760,70747
67769,70788
67780,70749
67767,70750
67803,70759
67788,70765
67766,70743
67786,70775
67798,70775
67790,70786
67787,70796
67776,70795
67767,70756
67806,70778
67778,70782
67794,70761
67828,70789
67775,70817
67789,70776
67808,70772
67802,70810
67786,70778
67807,70783
67799,70814
67804,70789
67828,70825
67812,70829
67818,70798
67815,70805
67838,70821
67803,70834
67806,70817
67857,70827
67795,70826
67812,70818
67850,70841
67819,70829
67820,70810
67842,70813
67791,70797
67806,70789
67820,70787
67791,70785
67799,70739
67796,70746
67790,70775
67789,70717
67804,70733
67786,70747
67775,70718
67803,70735
67805,70740
67790,70710
67770,70718
67773,70725
67781,70721
67791,70719
67795,70731
67788,70727
67768,70712
67784,70702
67751,70709
67765,70712
67768,70721
67767,70737
67772,70706
67794,70699
67765,70732
67766,70705
67776,70707
67769,70724
67764,70722
67789,70693
67776,70719
67762,70715
67782,70689
67751,70719
67757,70700
67773,70699
67802,70697
67740,70711
67763,70684
67776,70701
67754,70713
67757,70649
67775,70693
67760,70711
67746,70703
67740,70682
67769,70702
67754,70739
67759,70696
67781,70744
67773,70774
67753,70767
67789,70760
67754,70790
67759,70763
67770,70755
67755,70790
67755,70784
67744,70740
67759,70759
67749,70782
67741,70758
67772,70767
67772,70784
67754,70756
67766,70765
67776,70773
67748,70777
67775,70766
67787,70783
67739,70780
67790,70776
67804,70788
67801,70792
67790,70791
67780,70781
67805,70797
67774,70789
67801,70787
67793,70804
67767,70806
67779,70767
67783,70736
67751,70728
67753,70694
67737,70687
67764,70674
67710,70674
67734,70659
67749,70632
67734,70661
67729,70622
67752,70644
67727,70647
67709,70615
67715,70603
67745,70586
67685,70609
67685,70582
67711,70586
67650,70602
67685,70563
67704,70569
67685,70592
67693,70548
67704,70571
67699,70602
67691,70606
67700,70599
67744,70611
67688,70597
67716,70594
67720,70581
67725,70615
67711,70591
67724,70590
67716,70621
67710,70584
67700,70608
67733,70621
67693,70588
67715,70600
67721,70608
67685,70623
67713,70599
67698,70614
67682,70633
67690,70602
67713,70610
67724,70637
67710,70612
67710,70608
67737,70615
67692,70625
67706,70618
67714,70625
67694,70644
67717,70615
67723,70627
67684,70639
67692,70631
67703,70640
67732,70648
67711,70663
67717,70637
67745,70674
67700,70690
67726,70647
67743,70647
67735,70683
67720,70676
67727,70651
67745,70665
67714,70677
67736,70685
67751,70682
67741,70695
67738,70690
67761,70680
67727,70718
67748,70691
67761,70723
67739,70732
67754,70701
67737,70704
67761,70724
67741,70739
67736,70725
67779,70728
67717,70706
67752,70683
67734,70683
67710,70680
67732,70659
67754,70662
67726,70648
67717,70619
67717,70630
67708,70625
67727,70636
67717,70620
67747,70630
67718,70620
67712,70623
67745,70614
67712,70617
67715,70606
67739,70611
67726,70627
67722,70606
67751,70599
67742,70613
67734,70605
67725,70620
67754,70622
67750,70617
67760,70636
67759,70635
67743,70623
67753,70608
67777,70628
67734,70641
67741,70589
67797,70636
67745,70669
67759,70628
67774,70635
67755,70650
67748,70615
67775,70616
67763,70633
67757,70643
67769,70631
67764,70647
67754,70654
67744,70624
67773,70641
67736,70660
67757,70628
67774,70630
67752,70650
67750,70628
67778,70646
67759,70630
67761,70643
67770,70623
67745,70645
67756,70639
67780,70649
67780,70682
67804,70661
67818,70661
67812,70653
67823,70632
67835,70642
67834,70686
67820,70661
67839,70670
67856,70685
67833,70681
67840,70661
67860,70673
67856,70693
67850,70694
67884,70717
67835,70707
67846,70709
67871,70704
67857,70727
67840,70692
67894,70731
67845,70728
67876,70729
67879,70736
67870,70746
67869,70756
67850,70738
67900,70758
67860,70753
67870,70762
67909,70763
67887,70790
67883,70757
67880,70762
67850,70777
67869,70750
67869,70737
67849,70747
67855,70699
67874,70703
67838,70699
67835,70654
67850,70670
67838,70674
67828,70653
67851,70663
67847,70686
67838,70662
67855,70662
67845,70669
67828,70657
67825,70650
67861,70658
67827,70652
67832,70643
67849,70676
67840,70666
67825,70653
67855,70678
67822,70653
67829,70645
67859,70664
67822,70664
67838,70655
67860,70657
67812,70663
67844,70631
67868,70648
67805,70661
67823,70656
67854,70660
67811,70663
67817,70624
67866,70643
67827,70675
67842,70666
67858,70655
67845,70682
67837,70661
67830,70657
67859,70685
67836,70676
67860,70673
67851,70673
67832,70681
67828,70674
67878,70691
67836,70679
67842,70660
67867,70645
67842,70687
67849,70688
67877,70678
67847,70696
67837,70661
67879,70687
67844,70726
67836,70680
67843,70691
67855,70728
67851,70705
67850,70702
67873,70723
67856,70735
67853,70703
67893,70707
67862,70719
67846,70715
67862,70699
67878,70729
67868,70705
67875,70705
67888,70732
67869,70727
67889,70737
67876,70760
67870,70735
67881,70740
67904,70738
67862,70757
67871,70750
67883,70736
67867,70734
67874,70716
67880,70707
67872,70696
67831,70683
67866,70664
67828,70692
67824,70646
67850,70668
67820,70689
67823,70643
67845,70644
67815,70642
67801,70632
67828,70655
67821,70668
67807,70625
67827,70654
67809,70645
67801,70628
67810,70627
67796,70635
67783,70602
67795,70630
67801,70635
67805,70627
67805,70623
67819,70632
67803,70631
67783,70620
67815,70646
67783,70635
67780,70590
67824,70624
67784,70617
67784,70618
67821,70615
67775,70627
67804,70587
67815,70618
67787,70636
67788,70595
67806,70595
67771,70627
67801,70578
67810,70610
67780,70652
67785,70597
67820,70627
67786,70627
67765,70603
67803,70612
67761,70641
67785,70601
67798,70599
67788,70627
67789,70604
67804,70633
67795,70638
67799,70617
67808,70587
67800,70637
67791,70602
67812,70638
67801,70650
67797,70632
67804,70601
67800,70627
67798,70626
67800,70625
67823,70639
67776,70658
67802,70593
67827,70642
67766,70622
67790,70604
67832,70621
67784,70658
67789,70624
67827,70621
67809,70634
67798,70640
67809,70642
67812,70682
67804,70637
67833,70664
67815,70648
67805,70618
67798,70613
67810,70605
67764,70590
67793,70561
67776,70590
67760,70549
67763,70569
67772,70550
67737,70526
67788,70525
67758,70552
67726,70542
67756,70502
67767,70544
67746,70533
67742,70508
67757,70524
67738,70520
67757,70496
67761,70482
67737,70515
67737,70496
67753,70498
67735,70497
67744,70477
67765,70490
67742,70497
67715,70511
67756,70491
67737,70505
67731,70459
67739,70496
67733,70512
67731,70466
67750,70480
67726,70511
67726,70472
67748,70473
67743,70507
67715,70473
67729,70464
67736,70490
67723,70468
67768,70496
67713,70493
67714,70473
67741,70473
67735,70487
67724,70485
67751,70484
67729,70524
67726,70484
67745,70491
67746,70514
67719,70475
67734,70485
67726,70506
67726,70463
67725,70494
67733,70516
67740,70475
67751,70512
67748,70522
67724,70506
67745,70510
67747,70535
67744,70524
67745,70496
67762,70551
67743,70539
67740,70510
67740,70527
67744,70536
67744,70527
67755,70526
67728,70570
67755,70512
67773,70538
67759,70568
67746,70526
67784,70539
67759,70552
67758,70549
67765,70546
67772,70573
67747,70550
67769,70556
67782,70553
67748,70555
67768,70563
67790,70545
67756,70583
67778,70552
67781,70546
67738,70550
67749,70508
67765,70523
67742,70510
67726,70466
67745,70482
67717,70483
67714,70456
67742,70463
67739,70470
67733,70437
67745,70474
67720,70477
67720,70472
67724,70448
67742,70454
67715,70437
67727,70447
67710,70465
67716,70427
67748,70434
67727,70465
67709,70429
67738,70436
67742,70439
67709,70443
67745,70435
67725,70455
67734,70470
67729,70444
67752,70447
67725,70448
67728,70442
67749,70452
67714,70443
67721,70430
67755,70443
67710,70446
67727,70421
67738,70438
67704,70454
67706,70446
67749,70445
67712,70473
67722,70450
67743,70446
67721,70468
67722,70432
67736,70453
67735,70472
67744,70456
67736,70472
67736,70469
67719,70456
67734,70462
67764,70481
67721,70489
67734,70460
67744,70485
67718,70503
67727,70460
67755,70473
67733,70494
67742,70476
67773,70485
67744,70542
67754,70483
67761,70486
67760,70515
67749,70518
67743,70510
67759,70517
67739,70512
67767,70515
67757,70531
67744,70522
67766,70525
67770,70525
67759,70536
67756,70530
67778,70535
67773,70560
67803,70552
67783,70561
67784,70566
67787,70542
67798,70574
67783,70539
67778,70567
67811,70568
67783,70574
67771,70557
67802,70580
67780,70577
67785,70583
67803,70570
67767,70572
67776,70518
67788,70528
67768,70521
67756,70501
67775,70504
67767,70518
67741,70499
67752,70500
67789,70495
67750,70511
67765,70480
67787,70508
67758,70505
67746,70489
67770,70487
67723,70501
67749,70468
67765,70468
67731,70488
67766,70471
67768,70490
67752,70504
67756,70474
67763,70468
67757,70509
67764,70455
67773,70492
67782,70518
67775,70504
67782,70491
67799,70515
67774,70509
67780,70492
67786,70524
67770,70498
67778,70503
67794,70509
67766,70519
67770,70492
67785,70526
67758,70514
67787,70534
67801,70506
67797,70548
67791,70508
67814,70509
67756,70559
67798,70543
67818,70536
67779,70557
67794,70530
67802,70553
67778,70554
67803,70549
67834,70537
67776,70597
67799,70543
67812,70560
67821,70587
67795,70576
67829,70579
67786,70565
67799,70555
67814,70567
67816,70580
67800,70600
67811,70571
67817,70610
67810,70590
67826,70591
67854,70590
67813,70617
67815,70597
67877,70617
67825,70628
67829,70600
67841,70616
67823,70659
67830,70596
67869,70633
67821,70643
67850,70625
67880,70667
67832,70690
67844,70658
67864,70660
67859,70675
67840,70625
67839,70633
67840,70644
67823,70611
67819,70605
67836,70589
67819,70595
67816,70591
67854,70606
67813,70587
67848,70581
67873,70598
67819,70621
67820,70594
67847,70590
67847,70584
67832,70596
67836,70586
67819,70599
67842,70602
67843,70580
67844,70601
67835,70626
67844,70576
67864,70587
67836,70626
67828,70591
67856,70606
67847,70629
67828,70605
67855,70610
67851,70632
67846,70606
67840,70614
67851,70627
67828,70605
67850,70586
67826,70631
67834,70592
67854,70620
67854,70651
67849,70628
67868,70608
67860,70642
67850,70643
67866,70633
67867,70649
67858,70656
67872,70653
67877,70627
67851,70654
67845,70645
67881,70662
67865,70696
67870,70646
67891,70652
67857,70682
67892,70652
67890,70670
67893,70720
67860,70694
67894,70671
67888,70716
67875,70677
67912,70691
67899,70736
67887,70694
67893,70720
67891,70722
67893,70712
67914,70714
67911,70722
67856,70718
67897,70713
67917,70731
67895,70732
67903,70731
67909,70730
67889,70753
67885,70716
67920,70751
67898,70764
67909,70734
67939,70744
67893,70779
67911,70753
67932,70770
67907,70798
67910,70739
67938,70784
67913,70808
67916,70736
67944,70781
67912,70769
67924,70721
67917,70711
67887,70732
67887,70714
67926,70703
67899,70709
67893,70709
67900,70714
67895,70715
67900,70705
67924,70712
67916,70714
67915,70695
67909,70695
67926,70715
67896,70705
67913,70711
67910,70707
67918,70715
67903,70697
67922,70726
67876,70718
67901,70708
67924,70721
67889,70724
67910,70715
67929,70733
67912,70747
67904,70718
67939,70733
67887,70724
67897,70707
67919,70722
67893,70742
67922,70718
67935,70744
67892,70746
67918,70714
67929,70754
67914,70740
67916,70720
67937,70744
67913,70757
67926,70738
67946,70757
67908,70760
67927,70735
67950,70749
67903,70774
67921,70758
67957,70771
67953,70771
67925,70763
67935,70774
67936,70799
67942,70780
67947,70793
67942,70795
67933,70762
67951,70795
67941,70822
67946,70797
67950,70790
67971,70803
67928,70816
67928,70823
67967,70810
67941,70815
67951,70809
67973,70817
67925,70844
67956,70816
67975,70842
67942,70840
67954,70837
67999,70841
67942,70858
67957,70832
67994,70870
67941,70860
67953,70814
67992,70862
67951,70871
67972,70850
67997,70884
67971,70885
67978,70870
67991,70879
67967,70894
67993,70881
67992,70883
67974,70920
67976,70859
67989,70862
67937,70857
67965,70835
67974,70810
67950,70843
67964,70823
67984,70801
67949,70835
67944,70798
67987,70806
67956,70827
67946,70798
67974,70832
67940,70830
67952,70786
67956,70796
67931,70834
67924,70814
67973,70809
67940,70847
67953,70808
67979,70812
67954,70844
67956,70803
67975,70810
67948,70831
67968,70828
67967,70829
67952,70861
67955,70806
67978,70820
67928,70853
67962,70832
67979,70833
67947,70824
67963,70835
67987,70822
67963,70842
67977,70824
67984,70836
67970,70863
67961,70831
67975,70844
67952,70841
67982,70847
67995,70853
67957,70858
67969,70844
67977,70856
67963,70887
67986,70853
67986,70869
67978,70894
67967,70858
67985,70875
67970,70888
67970,70885
67980,70875
67971,70889
67995,70868
68008,70892
67981,70924
67984,70894
68008,70885
68010,70911
67993,70914
67984,70895
68013,70930
67971,70924
68010,70902
68035,70928
67997,70934
67986,70907
68020,70930
67997,70950
68012,70918
68018,70927
68008,70951
68012,70934
68042,70939
68001,70980
68013,70959
68032,70970
68008,70967
68007,70965
68041,70971
68012,70990
68021,70962
68050,70966
68026,70978
67997,70939
68036,70934
67990,70947
68017,70913
68009,70903
67972,70914
67987,70874
68001,70901
68001,70915
68006,70890
68008,70893
67988,70905
67991,70896
68010,70905
67993,70925
68001,70889
68005,70897
68013,70914
67991,70899
67985,70895
68022,70919
67985,70909
67989,70904
68010,70916
67998,70928
68008,70897
68024,70937
68002,70942
67997,70922
68023,70949
68006,70920
68003,70912
68008,70922
67991,70933
68012,70911
68023,70923
67986,70946
68010,70919
68038,70928
68018,70935
68012,70922
68007,70929
68017,70941
68014,70933
68004,70941
68044,70948
67991,70936
68025,70950
68028,70961
68016,70973
68007,70948
68053,70947
68012,70972
68013,70951
68031,70995
67995,70961
68031,70945
68044,70989
68031,70979
68005,70968
68051,70984
68006,71006
68039,70983
68053,70983
68004,71001
68024,70992
68049,71010
68028,70988
68018,70984
68068,70999
68018,71005
68037,70987
68040,71001
68039,71035
68046,70992
68042,71014
68052,71046
68032,71003
68060,71007
68046,71054
68037,71023
68074,71012
68050,71073
68037,71002
68051,71009
68036,71032
68044,70985
68028,70971
68028,70991
68033,70968
68043,70972
68054,70993
68029,70975
68011,70963
68032,70964
68021,70964
68016,70973
68053,70962
68023,70977
68016,70935
68026,70968
68011,70966
68018,70963
68037,70962
68024,70997
68018,70944
68032,70961
68036,70976
68010,70976
68056,70959
68031,70993
68009,70971
68019,70980
68022,70976
68011,70948
68016,70973
68030,70984
68027,70977
68046,70976
68028,70994
68022,70973
68022,70951
68027,70986
68038,70974
68035,70978
68018,70993
68032,71004
68035,70979
68046,71000
68029,70984
68003,70981
68037,71029
68048,71004
68033,70984
68047,71016
68018,71009
68038,70991
68064,71019
68010,71019
68032,71008
68066,70991
68033,71040
68040,71020
68036,71005
68047,71054
68043,71024
68039,71032
68024,71048
68026,71016
68066,71020
68029,71068
68050,71023
68050,71041
68036,71067
68052,71042
68064,71034
68055,71039
68039,71032
68045,71034
68057,71068
68063,71056
68067,71067
68081,71079
68050,71079
68066,71079
68088,71066
68060,71105
68056,71052
68067,71068
68051,71104
68069,71045
68054,71063
68071,71053
68036,71041
68055,71020
68039,71037
68051,71019
68046,71006
68061,71023
68044,71000
68033,70978
68032,71017
68032,71003
68026,70998
68062,71013
68041,71010
68040,71005
68037,70997
68032,70992
68009,70967
68056,71007
68036,71001
68034,70991
68042,71030
68022,71020
68017,70978
68075,70998
68031,71012
68022,70990
68029,71001
68031,71028
68035,71012
68052,71000
68035,71013
68038,70993
68061,70981
68036,71009
68036,71000
68055,70986
68037,71006
68033,70992
68063,71006
68049,71016
68031,71003
68037,71022
68048,71041
68027,71027
68029,71020
68046,71027
68024,71025
68020,71005
68061,71002
68036,71034
68049,71022
68042,71028
68050,71046
68029,71027
68063,71040
68054,71055
68029,71054
68035,71047
68056,71054
68049,71039
68050,71054
68068,71058
68068,71044
68044,71067
68062,71080
68047,71050
68053,71059
68082,71072
68057,71058
68059,71072
68089,71086
68053,71087
68056,71080
68085,71071
68039,71097
68061,71080
68088,71098
68029,71124
68049,71071
68057,71091
68055,71103
68054,71091
68088,71117
68070,71123
68076,71123
68075,71108
68099,71114
68059,71116
68058,71108
68084,71094
68030,71095
68046,71071
68061,71054
68056,71075
68059,71038
68065,71046
68056,71052
68066,71039
68048,71029
68061,71035
68024,71037
68041,71015
68079,71037
68038,71022
68051,71012
68068,71020
68040,71010
68041,71003
68082,71036
68038,71028
68020,71012
68070,71029
68018,71036
68059,71044
68090,71039
68023,71055
68035,71018
68050,71016
68018,71054
68047,71032
68062,71044
68007,71057
68043,71005
68060,71020
68053,71051
68037,71029
68056,71034
68057,71024
68042,71011
68048,71038
68077,71067
68049,71039
68055,71031
68066,71059
68053,71028
68044,71054
68039,71051
68047,71059
68070,71052
68061,71039
68050,71038
68055,71059
68080,71071
68067,71073
68058,71071
68087,71088
68056,71066
68074,71063
68104,71078
68066,71087
68052,71081
68094,71079
68055,71088
68064,71071
68078,71075
68054,71098
68049,71062
68074,71073
68062,71103
68056,71077
68053,71077
68071,71108
68070,71111
68084,71083
68096,71107
68083,71109
68094,71110
68103,71114
68066,71110
68074,71116
68113,71142
68079,71144
68095,71103
68105,71118
68068,71117
68054,71116
68073,71081
68059,71093
68040,71055
68073,71043
68057,71042
68059,71026
68074,71035
68033,71081
68056,71033
68077,71064
68057,71055
68055,71037
68077,71044
68033,71044
68047,71032
68062,71042
68034,71040
68036,71016
68071,71024
68030,71061
68033,71028
68061,71023
68045,71018
68038,71048
68061,71052
68033,71049
68063,71041
68037,71057
68039,71023
68042,71041
68039,71042
68036,71039
68037,71016
68045,71047
68049,71039
68047,71037
68083,71036
68039,71021
68071,71027
68043,71074
68038,71046
68049,71033
68059,71060
68039,71056
68049,71055
68076,71054
68032,71076
68040,71053
68067,71053
68054,71076
68046,71061
68054,71058
68039,71082
68058,71036
68068,71064
68062,71093
68060,71061
68058,71069
68053,71119
68041,71076
68056,71078
68087,71080
68048,71072
68046,71091
68069,71095
68055,71095
68062,71074
68065,71107
68053,71094
68056,71081
68085,71102
68060,71099
68067,71101
68090,71090
68049,71128
68052,71099
68095,71121
68056,71124
68067,71105
68108,71124
68057,71127
68069,71094
68071,71111
68058,71108
68057,71064
68063,71065
68020,71059
68039,71030
68050,71030
68052,71058
68038,71029
68061,71037
68010,71037
68026,70994
68045,71012
68037,71028
68032,70999
68045,71022
68032,71023
68032,71002
68076,71016
68022,71041
68026,71009
68043,70996
68015,71045
68023,70989
68042,71012
68037,71013
68023,70979
68056,71008
68021,71040
68029,71032
68023,71001
68038,71033
68035,71013
68016,70989
68035,71007
68019,71007
68015,70988
68066,71013
68023,70999
68040,71003
68055,71035
68025,71027
68044,71007
68037,71009
68013,71029
68011,71018
68051,71024
68014,71047
68030,70997
68049,71034
68042,71034
68029,71028
68022,71009
68025,71043
68005,71006
68040,71026
68023,71043
68027,71055
68039,71017
68054,71032
68028,71053
68049,71045
68040,71054
68042,71044
68027,71041
68037,71058
68032,71064
68030,71037
68058,71065
68023,71054
68031,71054
68057,71043
68023,71050
68047,71065
68058,71065
68046,71072
68038,71062
68057,71076
68044,71068
68051,71076
68056,71084
68040,71107
68047,71060
68082,71078
68043,71114
68056,71059
68075,71110
68024,71113
68048,71087
68067,71079
68031,71101
68048,71035
68055,71040
68020,71062
68017,71001
68054,71003
68011,71036
68032,71010
68049,71013
68008,71053
68023,70993
68024,70991
68031,71013
68014,70991
68025,71000
68012,70999
68027,70965
68027,70990
68010,70982
68018,70979
67997,70978
68015,70985
67991,70961
68003,70973
68024,71003
67996,70993
67989,70977
68033,70975
67986,70983
67985,70967
68016,70977
68011,71002
68008,70971
68033,71007
67997,71009
67989,70970
68022,70996
68000,70993
67993,70998
68016,70973
68002,71000
67992,70960
68025,70978
68008,70991
68015,70986
68010,70988
68014,71017
67991,70991
68027,70986
68016,71012
68013,70998
68005,70979
68023,71031
68005,70997
68022,71004
68012,71011
68024,70990
68016,70983
68038,71032
68003,71028
68013,71001
68042,71002
67998,71027
68016,71004
68019,71022
68021,71034
68020,71040
68057,71011
68012,71048
68029,71038
68024,71048
68016,71046
68023,71017
68036,71022
68026,71051
68035,71048
68042,71067
68031,71068
68018,71061
68039,71036
68049,71075
68033,71079
68021,71051
68062,71060
68022,71077
68036,71049
68056,71076
68030,71100
68051,71074
68071,71076
68024,71102
68039,71042
68056,71045
68008,71064
68021,71025
68049,71014
68028,71039
68005,71011
68013,71009
68013,71013
67990,70995
67991,70995
68013,70994
68004,70979
68008,70990
68037,70987
67988,71024
68020,70965
68015,70964
68009,70982
68005,70954
68023,70980
67987,70989
67985,70974
68020,70984
68014,70999
68004,70984
68006,70968
68027,71000
67990,71002
68006,70987
68021,70996
68003,71006
68010,70996
68026,71011
67997,71013
68006,70974
68021,70997
68009,70991
68007,70994
68003,71015
68010,70997
68005,70996
68033,70996
68010,70989
68008,70993
68049,71000
68001,71014
68020,70989
68016,70984
67994,71034
68026,71020
68042,71022
68034,71045
68011,71007
68024,71000
68029,71059
68007,71033
68016,71027
68024,71039
68003,71042
68009,71032
68059,71036
68016,71039
68030,71028
68052,71039
68010,71052
68024,71029
68051,71062
68037,71069
68025,71057
68022,71051
68041,71079
68007,71065
68032,71062
68056,71072
68022,71082
68051,71067
68060,71072
68034,71093
68056,71047
68074,71074
68030,71119
68063,71082
68060,71098
68033,71090
68060,71097
68042,71084
68044,71108
68036,71061
68035,71059
68044,71075
68018,71013
68051,71028
68025,71032
68019,71002
68033,71015
68039,71037
68005,71019
68014,71014
68048,71030
68011,71027
68023,71011
68026,71018
68000,71045
68011,71012
68037,71013
68033,71042
68003,71001
68023,70995
68046,71025
68017,71023
68019,71013
68053,71018
68046,71046
68022,71023
68061,71020
68020,71063
68032,71019
68036,71022
68022,71042
67999,71026
68038,71022
68050,71033
68014,71032
68014,71020
68060,71037
68012,71047
68023,71023
68054,71027
68026,71064
68025,71040
68042,71035
68038,71061
68019,71013
68028,71055
68061,71060
68027,71066
68050,71047
68065,71077
68023,71059
68018,71046
68070,71066
68050,71089
68050,71056
68063,71079
68048,71085
68031,71074
68066,71097
68073,71094
68058,71073
68048,71079
